;Unnamed: 0;data dostawy;indeks;kurs (PLN/MWh);wolumen (MWh);ukey
1334;1334;2017-11-29;TGEgasDA;95.35;125904.00;2017-11-29/TGEgasDA
1335;1335;2017-11-29;TGEsgtDA;-;-;2017-11-29/TGEsgtDA
1336;1336;2017-11-30;TGEgasDA;95.00;127296.00;2017-11-30/TGEgasDA
1337;1337;2017-11-30;TGEsgtDA;-;-;2017-11-30/TGEsgtDA
1338;1338;2017-12-01;TGEgasDA;94.98;89040.00;2017-12-01/TGEgasDA
1339;1339;2017-12-01;TGEsgtDA;-;-;2017-12-01/TGEsgtDA
1340;1340;2017-12-02;TGEgasDA;95.66;18864.00;2017-12-02/TGEgasDA
1341;1341;2017-12-02;TGEsgtDA;-;-;2017-12-02/TGEsgtDA
1342;1342;2017-12-03;TGEgasDA;95.43;23640.00;2017-12-03/TGEgasDA
1343;1343;2017-12-03;TGEsgtDA;-;-;2017-12-03/TGEsgtDA
1344;1344;2017-12-04;TGEgasDA;95.95;72624.00;2017-12-04/TGEgasDA
1345;1345;2017-12-04;TGEsgtDA;-;-;2017-12-04/TGEsgtDA
1346;1346;2017-12-05;TGEgasDA;98.76;80688.00;2017-12-05/TGEgasDA
1347;1347;2017-12-05;TGEsgtDA;-;-;2017-12-05/TGEsgtDA
1348;1348;2017-12-06;TGEgasDA;98.27;49488.00;2017-12-06/TGEgasDA
1349;1349;2017-12-06;TGEsgtDA;-;-;2017-12-06/TGEsgtDA
1350;1350;2017-12-07;TGEgasDA;96.96;47448.00;2017-12-07/TGEgasDA
1351;1351;2017-12-07;TGEsgtDA;-;-;2017-12-07/TGEsgtDA
1352;1352;2017-12-08;TGEgasDA;97.62;41040.00;2017-12-08/TGEgasDA
1353;1353;2017-12-08;TGEsgtDA;-;-;2017-12-08/TGEsgtDA
1354;1354;2017-12-09;TGEgasDA;97.17;11952.00;2017-12-09/TGEgasDA
1355;1355;2017-12-09;TGEsgtDA;-;-;2017-12-09/TGEsgtDA
1356;1356;2017-12-10;TGEgasDA;96.63;12120.00;2017-12-10/TGEgasDA
1357;1357;2017-12-10;TGEsgtDA;-;-;2017-12-10/TGEsgtDA
1358;1358;2017-12-11;TGEgasDA;97.27;21336.00;2017-12-11/TGEgasDA
1359;1359;2017-12-11;TGEsgtDA;-;-;2017-12-11/TGEsgtDA
1360;1360;2017-12-12;TGEgasDA;96.52;19104.00;2017-12-12/TGEgasDA
1361;1361;2017-12-12;TGEsgtDA;-;-;2017-12-12/TGEsgtDA
1362;1362;2017-12-13;TGEgasDA;105.10;34608.00;2017-12-13/TGEgasDA
1363;1363;2017-12-13;TGEsgtDA;-;-;2017-12-13/TGEsgtDA
1364;1364;2017-12-14;TGEgasDA;97.75;53952.00;2017-12-14/TGEgasDA
1365;1365;2017-12-14;TGEsgtDA;-;-;2017-12-14/TGEsgtDA
1366;1366;2017-12-15;TGEgasDA;93.98;63216.00;2017-12-15/TGEgasDA
1367;1367;2017-12-15;TGEsgtDA;-;-;2017-12-15/TGEsgtDA
1368;1368;2017-12-16;TGEgasDA;96.92;32736.00;2017-12-16/TGEgasDA
1369;1369;2017-12-16;TGEsgtDA;-;-;2017-12-16/TGEsgtDA
1370;1370;2017-12-17;TGEgasDA;97.01;35232.00;2017-12-17/TGEgasDA
1371;1371;2017-12-17;TGEsgtDA;-;-;2017-12-17/TGEsgtDA
1372;1372;2017-12-18;TGEgasDA;100.00;99168.00;2017-12-18/TGEgasDA
1373;1373;2017-12-18;TGEsgtDA;-;-;2017-12-18/TGEsgtDA
1374;1374;2017-12-19;TGEgasDA;97.09;119064.00;2017-12-19/TGEgasDA
1375;1375;2017-12-19;TGEsgtDA;-;-;2017-12-19/TGEsgtDA
1376;1376;2017-12-20;TGEgasDA;93.65;123600.00;2017-12-20/TGEgasDA
1377;1377;2017-12-20;TGEsgtDA;-;-;2017-12-20/TGEsgtDA
1378;1378;2017-12-21;TGEgasDA;92.32;101664.00;2017-12-21/TGEgasDA
1379;1379;2017-12-21;TGEsgtDA;-;-;2017-12-21/TGEsgtDA
1380;1380;2017-12-22;TGEgasDA;92.32;78696.00;2017-12-22/TGEgasDA
1381;1381;2017-12-22;TGEsgtDA;-;-;2017-12-22/TGEsgtDA
1382;1382;2017-12-23;TGEgasDA;89.08;31752.00;2017-12-23/TGEgasDA
1383;1383;2017-12-23;TGEsgtDA;-;-;2017-12-23/TGEsgtDA
1384;1384;2017-12-24;TGEgasDA;80.77;20640.00;2017-12-24/TGEgasDA
1385;1385;2017-12-24;TGEsgtDA;-;-;2017-12-24/TGEsgtDA
1386;1386;2017-12-25;TGEgasDA;80.71;22344.00;2017-12-25/TGEgasDA
1387;1387;2017-12-25;TGEsgtDA;-;-;2017-12-25/TGEsgtDA
1388;1388;2017-12-26;TGEgasDA;79.70;34176.00;2017-12-26/TGEgasDA
1389;1389;2017-12-26;TGEsgtDA;-;-;2017-12-26/TGEsgtDA
1390;1390;2017-12-27;TGEgasDA;88.69;11520.00;2017-12-27/TGEgasDA
1391;1391;2017-12-27;TGEsgtDA;-;-;2017-12-27/TGEsgtDA
1392;1392;2017-12-28;TGEgasDA;88.94;16368.00;2017-12-28/TGEgasDA
1393;1393;2017-12-28;TGEsgtDA;-;-;2017-12-28/TGEsgtDA
1394;1394;2017-12-29;TGEgasDA;89.84;40728.00;2017-12-29/TGEgasDA
1395;1395;2017-12-29;TGEsgtDA;-;-;2017-12-29/TGEsgtDA
1396;1396;2017-12-30;TGEgasDA;89.16;35664.00;2017-12-30/TGEgasDA
1397;1397;2017-12-30;TGEsgtDA;-;-;2017-12-30/TGEsgtDA
1398;1398;2017-12-31;TGEgasDA;79.89;14616.00;2017-12-31/TGEgasDA
1399;1399;2017-12-31;TGEsgtDA;-;-;2017-12-31/TGEsgtDA
1400;1400;2018-01-01;TGEgasDA;74.71;59136.00;2018-01-01/TGEgasDA
1401;1401;2018-01-01;TGEsgtDA;-;-;2018-01-01/TGEsgtDA
1402;1402;2018-01-02;TGEgasDA;80.80;24720.00;2018-01-02/TGEgasDA
1403;1403;2018-01-02;TGEsgtDA;-;-;2018-01-02/TGEsgtDA
1404;1404;2018-01-03;TGEgasDA;88.94;10536.00;2018-01-03/TGEgasDA
1405;1405;2018-01-03;TGEsgtDA;-;-;2018-01-03/TGEsgtDA
1406;1406;2018-01-04;TGEgasDA;87.41;10152.00;2018-01-04/TGEgasDA
1407;1407;2018-01-04;TGEsgtDA;-;-;2018-01-04/TGEsgtDA
1408;1408;2018-01-05;TGEgasDA;85.91;8880.00;2018-01-05/TGEgasDA
1409;1409;2018-01-05;TGEsgtDA;-;-;2018-01-05/TGEsgtDA
1410;1410;2018-01-06;TGEgasDA;74.03;15456.00;2018-01-06/TGEgasDA
1411;1411;2018-01-06;TGEsgtDA;-;-;2018-01-06/TGEsgtDA
1412;1412;2018-01-07;TGEgasDA;76.12;2544.00;2018-01-07/TGEgasDA
1413;1413;2018-01-07;TGEsgtDA;-;-;2018-01-07/TGEsgtDA
1414;1414;2018-01-08;TGEgasDA;85.69;23544.00;2018-01-08/TGEgasDA
1415;1415;2018-01-08;TGEsgtDA;-;-;2018-01-08/TGEsgtDA
1416;1416;2018-01-09;TGEgasDA;88.37;43584.00;2018-01-09/TGEgasDA
1417;1417;2018-01-09;TGEsgtDA;-;-;2018-01-09/TGEsgtDA
1418;1418;2018-01-10;TGEgasDA;89.62;39600.00;2018-01-10/TGEgasDA
1419;1419;2018-01-10;TGEsgtDA;-;-;2018-01-10/TGEsgtDA
1420;1420;2018-01-11;TGEgasDA;89.86;51576.00;2018-01-11/TGEgasDA
1421;1421;2018-01-11;TGEsgtDA;-;-;2018-01-11/TGEsgtDA
1422;1422;2018-01-12;TGEgasDA;89.87;60504.00;2018-01-12/TGEgasDA
1423;1423;2018-01-12;TGEsgtDA;-;-;2018-01-12/TGEsgtDA
1424;1424;2018-01-13;TGEgasDA;90.83;2616.00;2018-01-13/TGEgasDA
1425;1425;2018-01-13;TGEsgtDA;-;-;2018-01-13/TGEsgtDA
1426;1426;2018-01-14;TGEgasDA;90.02;28488.00;2018-01-14/TGEgasDA
1427;1427;2018-01-14;TGEsgtDA;-;-;2018-01-14/TGEsgtDA
1428;1428;2018-01-15;TGEgasDA;90.54;96576.00;2018-01-15/TGEgasDA
1429;1429;2018-01-15;TGEsgtDA;-;-;2018-01-15/TGEsgtDA
1430;1430;2018-01-16;TGEgasDA;88.85;102120.00;2018-01-16/TGEgasDA
1431;1431;2018-01-16;TGEsgtDA;-;-;2018-01-16/TGEsgtDA
1432;1432;2018-01-17;TGEgasDA;88.79;113424.00;2018-01-17/TGEgasDA
1433;1433;2018-01-17;TGEsgtDA;-;-;2018-01-17/TGEsgtDA
1434;1434;2018-01-18;TGEgasDA;86.70;72696.00;2018-01-18/TGEgasDA
1435;1435;2018-01-18;TGEsgtDA;-;-;2018-01-18/TGEsgtDA
1436;1436;2018-01-19;TGEgasDA;84.27;76224.00;2018-01-19/TGEgasDA
1437;1437;2018-01-19;TGEsgtDA;-;-;2018-01-19/TGEsgtDA
1438;1438;2018-01-20;TGEgasDA;85.32;12288.00;2018-01-20/TGEgasDA
1439;1439;2018-01-20;TGEsgtDA;-;-;2018-01-20/TGEsgtDA
1440;1440;2018-01-21;TGEgasDA;83.27;6480.00;2018-01-21/TGEgasDA
1441;1441;2018-01-21;TGEsgtDA;-;-;2018-01-21/TGEsgtDA
1442;1442;2018-01-22;TGEgasDA;84.45;111912.00;2018-01-22/TGEgasDA
1443;1443;2018-01-22;TGEsgtDA;-;-;2018-01-22/TGEsgtDA
1444;1444;2018-01-23;TGEgasDA;84.99;97440.00;2018-01-23/TGEgasDA
1445;1445;2018-01-23;TGEsgtDA;-;-;2018-01-23/TGEsgtDA
1446;1446;2018-01-24;TGEgasDA;85.87;67512.00;2018-01-24/TGEgasDA
1447;1447;2018-01-24;TGEsgtDA;-;-;2018-01-24/TGEsgtDA
1448;1448;2018-01-25;TGEgasDA;83.99;50424.00;2018-01-25/TGEgasDA
1449;1449;2018-01-25;TGEsgtDA;-;-;2018-01-25/TGEsgtDA
1450;1450;2018-01-26;TGEgasDA;83.66;38448.00;2018-01-26/TGEgasDA
1451;1451;2018-01-26;TGEsgtDA;-;-;2018-01-26/TGEsgtDA
1452;1452;2018-01-27;TGEgasDA;76.82;1248.00;2018-01-27/TGEgasDA
1453;1453;2018-01-27;TGEsgtDA;-;-;2018-01-27/TGEsgtDA
1454;1454;2018-01-28;TGEgasDA;70.68;29376.00;2018-01-28/TGEgasDA
1455;1455;2018-01-28;TGEsgtDA;-;-;2018-01-28/TGEsgtDA
1456;1456;2018-01-29;TGEgasDA;77.77;11376.00;2018-01-29/TGEgasDA
1457;1457;2018-01-29;TGEsgtDA;-;-;2018-01-29/TGEsgtDA
1458;1458;2018-01-30;TGEgasDA;79.46;11904.00;2018-01-30/TGEgasDA
1459;1459;2018-01-30;TGEsgtDA;-;-;2018-01-30/TGEsgtDA
1460;1460;2018-01-31;TGEgasDA;80.48;13656.00;2018-01-31/TGEgasDA
1461;1461;2018-01-31;TGEsgtDA;-;-;2018-01-31/TGEsgtDA
1462;1462;2018-02-01;TGEgasDA;81.81;27144.00;2018-02-01/TGEgasDA
1463;1463;2018-02-01;TGEsgtDA;-;-;2018-02-01/TGEsgtDA
1464;1464;2018-02-02;TGEgasDA;83.95;46512.00;2018-02-02/TGEgasDA
1465;1465;2018-02-02;TGEsgtDA;-;-;2018-02-02/TGEsgtDA
1466;1466;2018-02-03;TGEgasDA;83.84;8472.00;2018-02-03/TGEgasDA
1467;1467;2018-02-03;TGEsgtDA;-;-;2018-02-03/TGEsgtDA
1468;1468;2018-02-04;TGEgasDA;82.90;29664.00;2018-02-04/TGEgasDA
1469;1469;2018-02-04;TGEsgtDA;-;-;2018-02-04/TGEsgtDA
1470;1470;2018-02-05;TGEgasDA;83.37;96000.00;2018-02-05/TGEgasDA
1471;1471;2018-02-05;TGEsgtDA;-;-;2018-02-05/TGEsgtDA
1472;1472;2018-02-06;TGEgasDA;83.19;129000.00;2018-02-06/TGEgasDA
1473;1473;2018-02-06;TGEsgtDA;-;-;2018-02-06/TGEsgtDA
1474;1474;2018-02-07;TGEgasDA;81.79;133248.00;2018-02-07/TGEgasDA
1475;1475;2018-02-07;TGEsgtDA;-;-;2018-02-07/TGEsgtDA
1476;1476;2018-02-08;TGEgasDA;83.61;111480.00;2018-02-08/TGEgasDA
1477;1477;2018-02-08;TGEsgtDA;-;-;2018-02-08/TGEsgtDA
1478;1478;2018-02-09;TGEgasDA;82.49;113088.00;2018-02-09/TGEgasDA
1479;1479;2018-02-09;TGEsgtDA;-;-;2018-02-09/TGEsgtDA
1480;1480;2018-02-10;TGEgasDA;83.06;29088.00;2018-02-10/TGEgasDA
1481;1481;2018-02-10;TGEsgtDA;-;-;2018-02-10/TGEsgtDA
1482;1482;2018-02-11;TGEgasDA;82.41;15792.00;2018-02-11/TGEgasDA
1483;1483;2018-02-11;TGEsgtDA;-;-;2018-02-11/TGEsgtDA
1484;1484;2018-02-12;TGEgasDA;82.50;104184.00;2018-02-12/TGEgasDA
1485;1485;2018-02-12;TGEsgtDA;-;-;2018-02-12/TGEsgtDA
1486;1486;2018-02-13;TGEgasDA;81.86;106344.00;2018-02-13/TGEgasDA
1487;1487;2018-02-13;TGEsgtDA;-;-;2018-02-13/TGEsgtDA
1488;1488;2018-02-14;TGEgasDA;84.03;102456.00;2018-02-14/TGEgasDA
1489;1489;2018-02-14;TGEsgtDA;-;-;2018-02-14/TGEsgtDA
1490;1490;2018-02-15;TGEgasDA;82.99;117552.00;2018-02-15/TGEgasDA
1491;1491;2018-02-15;TGEsgtDA;-;-;2018-02-15/TGEsgtDA
1492;1492;2018-02-16;TGEgasDA;82.07;96168.00;2018-02-16/TGEgasDA
1493;1493;2018-02-16;TGEsgtDA;-;-;2018-02-16/TGEsgtDA
1494;1494;2018-02-17;TGEgasDA;83.00;15096.00;2018-02-17/TGEgasDA
1495;1495;2018-02-17;TGEsgtDA;-;-;2018-02-17/TGEsgtDA
1496;1496;2018-02-18;TGEgasDA;83.00;25680.00;2018-02-18/TGEgasDA
1497;1497;2018-02-18;TGEsgtDA;-;-;2018-02-18/TGEsgtDA
1498;1498;2018-02-19;TGEgasDA;83.25;97776.00;2018-02-19/TGEgasDA
1499;1499;2018-02-19;TGEsgtDA;-;-;2018-02-19/TGEsgtDA
1500;1500;2018-02-20;TGEgasDA;86.60;105384.00;2018-02-20/TGEgasDA
1501;1501;2018-02-20;TGEsgtDA;-;-;2018-02-20/TGEsgtDA
1502;1502;2018-02-21;TGEgasDA;89.73;116760.00;2018-02-21/TGEgasDA
1503;1503;2018-02-21;TGEsgtDA;-;-;2018-02-21/TGEsgtDA
1504;1504;2018-02-22;TGEgasDA;93.85;145992.00;2018-02-22/TGEgasDA
1505;1505;2018-02-22;TGEsgtDA;-;-;2018-02-22/TGEsgtDA
1506;1506;2018-02-23;TGEgasDA;103.41;135288.00;2018-02-23/TGEgasDA
1507;1507;2018-02-23;TGEsgtDA;-;-;2018-02-23/TGEsgtDA
1508;1508;2018-02-24;TGEgasDA;115.91;7272.00;2018-02-24/TGEgasDA
1509;1509;2018-02-24;TGEsgtDA;-;-;2018-02-24/TGEsgtDA
1510;1510;2018-02-25;TGEgasDA;117.15;13872.00;2018-02-25/TGEgasDA
1511;1511;2018-02-25;TGEsgtDA;-;-;2018-02-25/TGEsgtDA
1512;1512;2018-02-26;TGEgasDA;119.77;193464.00;2018-02-26/TGEgasDA
1513;1513;2018-02-26;TGEsgtDA;-;-;2018-02-26/TGEsgtDA
1514;1514;2018-02-27;TGEgasDA;116.63;216864.00;2018-02-27/TGEgasDA
1515;1515;2018-02-27;TGEsgtDA;-;-;2018-02-27/TGEsgtDA
1516;1516;2018-02-28;TGEgasDA;120.17;228504.00;2018-02-28/TGEgasDA
1517;1517;2018-02-28;TGEsgtDA;-;-;2018-02-28/TGEsgtDA
1518;1518;2018-03-01;TGEgasDA;175.97;319800.00;2018-03-01/TGEgasDA
1519;1519;2018-03-01;TGEsgtDA;-;-;2018-03-01/TGEsgtDA
1520;1520;2018-03-02;TGEgasDA;208.39;271272.00;2018-03-02/TGEgasDA
1521;1521;2018-03-02;TGEsgtDA;-;-;2018-03-02/TGEsgtDA
1522;1522;2018-03-03;TGEgasDA;202.95;71040.00;2018-03-03/TGEgasDA
1523;1523;2018-03-03;TGEsgtDA;-;-;2018-03-03/TGEsgtDA
1524;1524;2018-03-04;TGEgasDA;154.28;60240.00;2018-03-04/TGEgasDA
1525;1525;2018-03-04;TGEsgtDA;-;-;2018-03-04/TGEsgtDA
1526;1526;2018-03-05;TGEgasDA;138.77;187056.00;2018-03-05/TGEgasDA
1527;1527;2018-03-05;TGEsgtDA;-;-;2018-03-05/TGEsgtDA
1528;1528;2018-03-06;TGEgasDA;94.85;167784.00;2018-03-06/TGEgasDA
1529;1529;2018-03-06;TGEsgtDA;-;-;2018-03-06/TGEsgtDA
1530;1530;2018-03-07;TGEgasDA;96.89;123384.00;2018-03-07/TGEgasDA
1531;1531;2018-03-07;TGEsgtDA;-;-;2018-03-07/TGEsgtDA
1532;1532;2018-03-08;TGEgasDA;93.06;118992.00;2018-03-08/TGEgasDA
1533;1533;2018-03-08;TGEsgtDA;-;-;2018-03-08/TGEsgtDA
1534;1534;2018-03-09;TGEgasDA;87.99;87792.00;2018-03-09/TGEgasDA
1535;1535;2018-03-09;TGEsgtDA;-;-;2018-03-09/TGEsgtDA
1536;1536;2018-03-10;TGEgasDA;90.98;29808.00;2018-03-10/TGEgasDA
1537;1537;2018-03-10;TGEsgtDA;-;-;2018-03-10/TGEsgtDA
1538;1538;2018-03-11;TGEgasDA;88.54;7200.00;2018-03-11/TGEgasDA
1539;1539;2018-03-11;TGEsgtDA;-;-;2018-03-11/TGEsgtDA
1540;1540;2018-03-12;TGEgasDA;88.83;12552.00;2018-03-12/TGEgasDA
1541;1541;2018-03-12;TGEsgtDA;-;-;2018-03-12/TGEsgtDA
1542;1542;2018-03-13;TGEgasDA;122.89;16992.00;2018-03-13/TGEgasDA
1543;1543;2018-03-13;TGEsgtDA;-;-;2018-03-13/TGEsgtDA
1544;1544;2018-03-14;TGEgasDA;106.23;38832.00;2018-03-14/TGEgasDA
1545;1545;2018-03-14;TGEsgtDA;-;-;2018-03-14/TGEsgtDA
1546;1546;2018-03-15;TGEgasDA;104.55;64632.00;2018-03-15/TGEgasDA
1547;1547;2018-03-15;TGEsgtDA;-;-;2018-03-15/TGEsgtDA
1548;1548;2018-03-16;TGEgasDA;105.15;116784.00;2018-03-16/TGEgasDA
1549;1549;2018-03-16;TGEsgtDA;-;-;2018-03-16/TGEsgtDA
1550;1550;2018-03-17;TGEgasDA;113.11;6096.00;2018-03-17/TGEgasDA
1551;1551;2018-03-17;TGEsgtDA;-;-;2018-03-17/TGEsgtDA
1552;1552;2018-03-18;TGEgasDA;106.71;13632.00;2018-03-18/TGEgasDA
1553;1553;2018-03-18;TGEsgtDA;-;-;2018-03-18/TGEsgtDA
1554;1554;2018-03-19;TGEgasDA;106.54;178824.00;2018-03-19/TGEgasDA
1555;1555;2018-03-19;TGEsgtDA;-;-;2018-03-19/TGEsgtDA
1556;1556;2018-03-20;TGEgasDA;98.00;172608.00;2018-03-20/TGEgasDA
1557;1557;2018-03-20;TGEsgtDA;-;-;2018-03-20/TGEsgtDA
1558;1558;2018-03-21;TGEgasDA;96.74;138120.00;2018-03-21/TGEgasDA
1559;1559;2018-03-21;TGEsgtDA;-;-;2018-03-21/TGEsgtDA
1560;1560;2018-03-22;TGEgasDA;99.51;113736.00;2018-03-22/TGEgasDA
1561;1561;2018-03-22;TGEsgtDA;-;-;2018-03-22/TGEsgtDA
1562;1562;2018-03-23;TGEgasDA;96.69;97272.00;2018-03-23/TGEgasDA
1563;1563;2018-03-23;TGEsgtDA;-;-;2018-03-23/TGEsgtDA
1564;1564;2018-03-24;TGEgasDA;92.57;57523.00;2018-03-24/TGEgasDA
1565;1565;2018-03-24;TGEsgtDA;-;-;2018-03-24/TGEsgtDA
1566;1566;2018-03-25;TGEgasDA;89.01;20232.00;2018-03-25/TGEgasDA
1567;1567;2018-03-25;TGEsgtDA;-;-;2018-03-25/TGEsgtDA
1568;1568;2018-03-26;TGEgasDA;90.58;67056.00;2018-03-26/TGEgasDA
1569;1569;2018-03-26;TGEsgtDA;-;-;2018-03-26/TGEsgtDA
1570;1570;2018-03-27;TGEgasDA;86.52;97728.00;2018-03-27/TGEgasDA
1571;1571;2018-03-27;TGEsgtDA;-;-;2018-03-27/TGEsgtDA
1572;1572;2018-03-28;TGEgasDA;86.53;97608.00;2018-03-28/TGEgasDA
1573;1573;2018-03-28;TGEsgtDA;-;-;2018-03-28/TGEsgtDA
1574;1574;2018-03-29;TGEgasDA;88.11;89232.00;2018-03-29/TGEgasDA
1575;1575;2018-03-29;TGEsgtDA;-;-;2018-03-29/TGEsgtDA
1576;1576;2018-03-30;TGEgasDA;86.37;59832.00;2018-03-30/TGEgasDA
1577;1577;2018-03-30;TGEsgtDA;-;-;2018-03-30/TGEsgtDA
1578;1578;2018-03-31;TGEgasDA;83.53;19608.00;2018-03-31/TGEgasDA
1579;1579;2018-03-31;TGEsgtDA;-;-;2018-03-31/TGEsgtDA
1580;1580;2018-04-01;TGEgasDA;85.76;82560.00;2018-04-01/TGEgasDA
1581;1581;2018-04-01;TGEsgtDA;-;-;2018-04-01/TGEsgtDA
1582;1582;2018-04-02;TGEgasDA;88.24;106536.00;2018-04-02/TGEgasDA
1583;1583;2018-04-02;TGEsgtDA;-;-;2018-04-02/TGEsgtDA
1584;1584;2018-04-03;TGEgasDA;94.32;101496.00;2018-04-03/TGEgasDA
1585;1585;2018-04-03;TGEsgtDA;-;-;2018-04-03/TGEsgtDA
1586;1586;2018-04-04;TGEgasDA;85.72;64944.00;2018-04-04/TGEgasDA
1587;1587;2018-04-04;TGEsgtDA;-;-;2018-04-04/TGEsgtDA
1588;1588;2018-04-05;TGEgasDA;86.72;34824.00;2018-04-05/TGEgasDA
1589;1589;2018-04-05;TGEsgtDA;-;-;2018-04-05/TGEsgtDA
1590;1590;2018-04-06;TGEgasDA;87.41;59376.00;2018-04-06/TGEgasDA
1591;1591;2018-04-06;TGEsgtDA;-;-;2018-04-06/TGEsgtDA
1592;1592;2018-04-07;TGEgasDA;86.06;19872.00;2018-04-07/TGEgasDA
1593;1593;2018-04-07;TGEsgtDA;-;-;2018-04-07/TGEsgtDA
1594;1594;2018-04-08;TGEgasDA;82.26;16944.00;2018-04-08/TGEgasDA
1595;1595;2018-04-08;TGEsgtDA;-;-;2018-04-08/TGEsgtDA
1596;1596;2018-04-09;TGEgasDA;85.48;20808.00;2018-04-09/TGEgasDA
1597;1597;2018-04-09;TGEsgtDA;-;-;2018-04-09/TGEsgtDA
1598;1598;2018-04-10;TGEgasDA;82.87;27600.00;2018-04-10/TGEgasDA
1599;1599;2018-04-10;TGEsgtDA;-;-;2018-04-10/TGEsgtDA
1600;1600;2018-04-11;TGEgasDA;81.84;34392.00;2018-04-11/TGEgasDA
1601;1601;2018-04-11;TGEsgtDA;-;-;2018-04-11/TGEsgtDA
1602;1602;2018-04-12;TGEgasDA;83.76;30288.00;2018-04-12/TGEgasDA
1603;1603;2018-04-12;TGEsgtDA;-;-;2018-04-12/TGEsgtDA
1604;1604;2018-04-13;TGEgasDA;82.05;41544.00;2018-04-13/TGEgasDA
1605;1605;2018-04-13;TGEsgtDA;-;-;2018-04-13/TGEsgtDA
1606;1606;2018-04-14;TGEgasDA;80.50;12720.00;2018-04-14/TGEgasDA
1607;1607;2018-04-14;TGEsgtDA;-;-;2018-04-14/TGEsgtDA
1608;1608;2018-04-15;TGEgasDA;78.63;19392.00;2018-04-15/TGEgasDA
1609;1609;2018-04-15;TGEsgtDA;-;-;2018-04-15/TGEsgtDA
1610;1610;2018-04-16;TGEgasDA;81.63;31392.00;2018-04-16/TGEgasDA
1611;1611;2018-04-16;TGEsgtDA;-;-;2018-04-16/TGEsgtDA
1612;1612;2018-04-17;TGEgasDA;86.86;11112.00;2018-04-17/TGEgasDA
1613;1613;2018-04-17;TGEsgtDA;-;-;2018-04-17/TGEsgtDA
1614;1614;2018-04-18;TGEgasDA;84.98;15816.00;2018-04-18/TGEgasDA
1615;1615;2018-04-18;TGEsgtDA;-;-;2018-04-18/TGEsgtDA
1616;1616;2018-04-19;TGEgasDA;82.62;20448.00;2018-04-19/TGEgasDA
1617;1617;2018-04-19;TGEsgtDA;-;-;2018-04-19/TGEsgtDA
1618;1618;2018-04-20;TGEgasDA;81.19;38400.00;2018-04-20/TGEgasDA
1619;1619;2018-04-20;TGEsgtDA;-;-;2018-04-20/TGEsgtDA
1620;1620;2018-04-21;TGEgasDA;82.09;1032.00;2018-04-21/TGEgasDA
1621;1621;2018-04-21;TGEsgtDA;-;-;2018-04-21/TGEsgtDA
1622;1622;2018-04-22;TGEgasDA;84.12;1920.00;2018-04-22/TGEgasDA
1623;1623;2018-04-22;TGEsgtDA;-;-;2018-04-22/TGEsgtDA
1624;1624;2018-04-23;TGEgasDA;83.59;38256.00;2018-04-23/TGEgasDA
1625;1625;2018-04-23;TGEsgtDA;-;-;2018-04-23/TGEsgtDA
1626;1626;2018-04-24;TGEgasDA;83.20;32760.00;2018-04-24/TGEgasDA
1627;1627;2018-04-24;TGEsgtDA;-;-;2018-04-24/TGEsgtDA
1628;1628;2018-04-25;TGEgasDA;83.19;34872.00;2018-04-25/TGEgasDA
1629;1629;2018-04-25;TGEsgtDA;-;-;2018-04-25/TGEsgtDA
1630;1630;2018-04-26;TGEgasDA;83.66;19968.00;2018-04-26/TGEgasDA
1631;1631;2018-04-26;TGEsgtDA;-;-;2018-04-26/TGEsgtDA
1632;1632;2018-04-27;TGEgasDA;85.39;17856.00;2018-04-27/TGEgasDA
1633;1633;2018-04-27;TGEsgtDA;-;-;2018-04-27/TGEsgtDA
1634;1634;2018-04-28;TGEgasDA;85.85;1128.00;2018-04-28/TGEgasDA
1635;1635;2018-04-28;TGEsgtDA;-;-;2018-04-28/TGEsgtDA
1636;1636;2018-04-29;TGEgasDA;85.10;29616.00;2018-04-29/TGEgasDA
1637;1637;2018-04-29;TGEsgtDA;-;-;2018-04-29/TGEsgtDA
1638;1638;2018-04-30;TGEgasDA;86.80;70776.00;2018-04-30/TGEgasDA
1639;1639;2018-04-30;TGEsgtDA;-;-;2018-04-30/TGEsgtDA
1640;1640;2018-05-01;TGEgasDA;90.26;33912.00;2018-05-01/TGEgasDA
1641;1641;2018-05-01;TGEsgtDA;-;-;2018-05-01/TGEsgtDA
1642;1642;2018-05-02;TGEgasDA;91.51;35064.00;2018-05-02/TGEgasDA
1643;1643;2018-05-02;TGEsgtDA;-;-;2018-05-02/TGEsgtDA
1644;1644;2018-05-03;TGEgasDA;91.37;39144.00;2018-05-03/TGEgasDA
1645;1645;2018-05-03;TGEsgtDA;-;-;2018-05-03/TGEsgtDA
1646;1646;2018-05-04;TGEgasDA;91.18;25320.00;2018-05-04/TGEgasDA
1647;1647;2018-05-04;TGEsgtDA;-;-;2018-05-04/TGEsgtDA
1648;1648;2018-05-05;TGEgasDA;91.19;3864.00;2018-05-05/TGEgasDA
1649;1649;2018-05-05;TGEsgtDA;-;-;2018-05-05/TGEsgtDA
1650;1650;2018-05-06;TGEgasDA;93.89;4008.00;2018-05-06/TGEgasDA
1651;1651;2018-05-06;TGEsgtDA;-;-;2018-05-06/TGEsgtDA
1652;1652;2018-05-07;TGEgasDA;94.59;14784.00;2018-05-07/TGEgasDA
1653;1653;2018-05-07;TGEsgtDA;-;-;2018-05-07/TGEsgtDA
